target_id	length	eff_length	est_counts	tpm
ENST00000326004	821	649.245	0	0
ENST00000339872	2319	2147.24	0	0
ENST00000341423	5485	5313.24	0	0
ENST00000399489	1727	1555.24	0	0
ENST00000399494	1282	1110.24	0	0
ENST00000405805	4199	4027.24	0	0
ENST00000356026	1326	1154.24	0	0
ENST00000378675	1309	1137.24	0	0
ENST00000412810	1239	1067.24	0	0
ENST00000435358	750	578.245	0	0
ENST00000472264	556	384.245	0	0
ENST00000479814	903	731.245	0	0
ENST00000503792	799	627.245	0	0
ENST00000618459	1308	1136.24	0	0
ENST00000375031	3705	3533.24	0	0
ENST00000444387	1934	1762.24	0	0
ENST00000447746	544	372.245	0	0
ENST00000517430	564	392.245	0	0
ENST00000518294	511	339.245	0	0
ENST00000519434	524	352.245	0	0
ENST00000338647	6105	5933.24	0	0
ENST00000291890	1155	983.245	767.204	33.689
ENST00000338835	973	801.245	335.038	18.0538
ENST00000350790	739	567.245	780.149	59.3808
ENST00000357397	594	422.245	984.162	100.633
ENST00000594765	1612	1440.24	33.3799	1.00066
ENST00000598576	996	824.245	1120.96	58.718
ENST00000529419	2530	2358.24	0	0
ENST00000339480	2840	2668.24	0	0
ENST00000358120	1692	1520.24	0	0
ENST00000366478	1883	1711.24	0	0
ENST00000370372	1249	1077.24	0	0
ENST00000441611	2024	1852.24	9480.81	220.997
ENST00000579542	360	188.245	0	0
ENST00000614731	2634	2462.24	23.1257	0.405512
ENST00000618916	2470	2298.24	370.066	6.95219
ENST00000357552	5567	5395.24	6.13421e-07	4.90893e-09
ENST00000371001	5479	5307.24	1392.59	11.3291
ENST00000412613	625	453.245	0	0
ENST00000425931	488	316.245	128.111	17.4905
ENST00000446834	3341	3169.24	514.296	7.00643
ENST00000418100	2764	2592.24	1.32925	0.0221397
ENST00000597037	780	608.245	11.7974	0.83743
ENST00000597537	583	411.245	386.024	40.5278
ENST00000072516	4697	4525.24	0.415309	0.00396249
ENST00000317757	5413	5241.24	0	0
ENST00000412080	795	623.245	1.7043	0.118066
ENST00000412504	4875	4703.24	0	0
ENST00000422485	2048	1876.24	0	0
ENST00000422625	534	362.245	0	0
ENST00000422940	1957	1785.24	0	0
ENST00000434491	1565	1393.24	0	0
ENST00000439062	2244	2072.24	12764.2	265.944
ENST00000443369	2760	2588.24	0	0
ENST00000447382	4769	4597.24	247.055	2.32025
ENST00000453359	523	351.245	476.648	58.5905
ENST00000356100	12480	12308.2	0	0
ENST00000373184	12483	12311.2	858.056	3.00921
ENST00000373187	12453	12281.2	5932.52	20.8562
ENST00000373190	12559	12387.2	0	0
ENST00000373193	12681	12509.2	0	0
ENST00000373198	12746	12574.2	0	0
ENST00000373201	12660	12488.2	4.57682e-05	1.58235e-07
ENST00000612229	11285	11113.2	0.371224	0.00144223
ENST00000618610	3230	3058.24	185.699	2.62165
ENST00000620410	940	768.245	191.351	10.754
ENST00000361466	3899	3727.24	0	0
ENST00000361685	3871	3699.24	0	0
ENST00000392934	3644	3472.24	117.651	1.46293
ENST00000441232	3818	3646.24	0	0
ENST00000452455	3861	3689.24	4458.82	52.1821
ENST00000536007	3512	3340.24	0	0
ENST00000541119	3533	3361.24	16.744	0.215079
ENST00000545503	3569	3397.24	1055.38	13.4129
ENST00000547405	3834	3662.24	8.97556	0.105816
ENST00000547509	3749	3577.24	1502.1	18.1297
ENST00000549145	4031	3859.24	40.3461	0.451376
ENST00000550270	3426	3254.24	4027.73	53.4379
ENST00000550514	661	489.245	0	0
ENST00000551300	3934	3762.24	12.2441	0.140514
ENST00000553190	3777	3605.24	0	0
ENST00000358127	8615	8443.24	26958.3	137.855
ENST00000377847	996	824.245	0	0
ENST00000377852	1472	1300.24	0	0
ENST00000377853	1487	1315.24	0	0
ENST00000414447	1056	884.245	0	0
ENST00000446742	885	713.245	0	0
ENST00000520154	1255	1083.24	4.70327	0.187461
ENST00000520281	969	797.245	0	0
ENST00000522003	1019	847.245	0	0
ENST00000522932	184	62.2585	0	0
ENST00000523145	830	658.245	0	0
ENST00000523241	1342	1170.24	0	0
ENST00000524340	659	487.245	0	0
ENST00000354924	966	794.245	0	0
ENST00000309154	1053	881.245	0	0
ENST00000307137	1178	1006.24	0	0
ENST00000611013	827	655.245	0	0
ENST00000613743	801	629.245	3.63085	0.249131
ENST00000614901	801	629.245	0	0
ENST00000357154	2986	2814.24	0	0
ENST00000357545	2936	2764.24	0	0
ENST00000421836	3061	2889.24	0	0
ENST00000502330	2180	2008.24	0	0
ENST00000504953	2900	2728.24	0.0132492	0.000209675
ENST00000506697	505	333.245	242.652	31.4384
ENST00000506886	2947	2775.24	1.69111e-06	2.63093e-08
ENST00000509854	556	384.245	373.02	41.9144
ENST00000510403	563	391.245	0	0
ENST00000510741	1963	1791.24	0	0
ENST00000511269	1768	1596.24	601.339	16.2652
ENST00000511531	2908	2736.24	190.497	3.00589
ENST00000512042	505	333.245	242.652	31.4384
ENST00000512648	1456	1284.24	0	0
ENST00000512681	1457	1285.24	0	0
ENST00000535728	2007	1835.24	1324.4	31.1576
ENST00000541354	2797	2625.24	245.428	4.0364
ENST00000397121	2944	2772.24	0	0
ENST00000308650	2094	1922.24	35	0.786137
ENST00000591998	3358	3186.24	0	0
ENST00000355295	3834	3662.24	7695	90.7194
ENST00000535476	488	316.245	0	0
ENST00000541260	1531	1359.24	44.7565	1.42167
ENST00000543610	1967	1795.24	0	0
ENST00000544613	555	383.245	0	0
ENST00000545825	1046	874.245	7.59581	0.375128
ENST00000284287	1146	974.245	66	2.92493
ENST00000290881	3550	3378.24	0	0
ENST00000561621	3500	3328.24	0	0
ENST00000563902	2233	2061.24	537.535	11.2594
ENST00000568563	1977	1805.24	1.46549	0.0350499
ENST00000360004	1229	1057.24	941.849	38.4632
ENST00000611060	920	748.245	0	0
ENST00000341702	1311	1139.24	0	0
ENST00000328439	5535	5363.24	12.5	0.100629
ENST00000360149	2061	1889.24	0	0
ENST00000536311	5614	5442.24	5.99538e-08	4.75639e-10
ENST00000622439	2140	1968.24	0	0
ENST00000393080	1581	1409.24	506.55	15.5194
ENST00000467132	2660	2488.24	232.913	4.04147
ENST00000482740	2420	2248.24	8712.99	167.326
ENST00000555820	981	809.245	69.5515	3.71079
ENST00000621603	639	467.245	0	0
ENST00000380554	1807	1635.24	0	0
ENST00000439082	1195	1023.24	0	0
ENST00000602997	636	464.245	0	0
ENST00000605149	1405	1233.24	0	0
ENST00000358677	6156	5984.24	0	0
ENST00000360760	2119	1947.24	0	0
ENST00000366118	695	523.245	0	0
ENST00000409140	2463	2291.24	1063.17	20.034
ENST00000409151	1979	1807.24	0	0
ENST00000409385	2320	2148.24	0	0
ENST00000409397	920	748.245	179.488	10.3569
ENST00000409718	2648	2476.24	0	0
ENST00000409755	2460	2288.24	0	0
ENST00000409988	2698	2526.24	0	0
ENST00000421573	600	428.245	0	0
ENST00000423749	771	599.245	0	0
ENST00000428692	541	369.245	0	0
ENST00000438761	887	715.245	0	0
ENST00000439084	584	412.245	0	0
ENST00000439395	561	389.245	0	0
ENST00000444012	605	433.245	0	0
ENST00000449647	678	506.245	0	0
ENST00000451764	2250	2078.24	574.14	11.9278
ENST00000453663	637	465.245	0	0
ENST00000457757	835	663.245	0	0
ENST00000619961	6115	5943.24	3.20685	0.0232967
ENST00000292579	6364	6192.24	0	0
ENST00000417550	2131	1959.24	0	0
ENST00000525694	592	420.245	0	0
ENST00000527049	610	438.245	0	0
ENST00000533221	593	421.245	0	0
ENST00000533622	672	500.245	0	0
ENST00000358147	1535	1363.24	0	0
ENST00000359774	1912	1740.24	0	0
ENST00000392796	1812	1640.24	0	0
ENST00000409124	1600	1428.24	0	0
ENST00000409990	1920	1748.24	0	0
ENST00000342483	2078	1906.24	0	0
ENST00000543471	2194	2022.24	0	0
ENST00000612342	2192	2020.24	0	0
ENST00000617266	1969	1797.24	0	0
ENST00000354332	566	394.245	0	0
ENST00000368714	531	359.245	0	0
ENST00000368715	573	401.245	0	0
ENST00000368716	600	428.245	0	0
ENST00000360461	6782	6610.24	0	0
ENST00000379344	4513	4341.24	0	0
ENST00000427155	4455	4283.24	0	0
ENST00000450733	4480	4308.24	0	0
ENST00000562144	574	402.245	0	0
ENST00000562744	491	319.245	0	0
ENST00000565773	542	370.245	0	0
ENST00000565899	560	388.245	0	0
ENST00000567938	466	294.245	50	7.3367
ENST00000568621	514	342.245	0	0
ENST00000569875	489	317.245	0	0
ENST00000391356	964	792.245	0	0
ENST00000335110	9669	9497.24	0	0
ENST00000394329	16123	15951.2	0	0
ENST00000358138	2250	2078.24	0	0
ENST00000437935	1527	1355.24	0	0
ENST00000389916	3643	3471.24	0	0
ENST00000551294	1980	1808.24	0	0
ENST00000359610	975	803.245	0	0
ENST00000402377	6497	6325.24	0	0
ENST00000528059	628	456.245	0	0
ENST00000531570	526	354.245	0	0
ENST00000358776	5859	5687.24	0	0
ENST00000368869	1599	1427.24	0	0
ENST00000359297	4837	4665.24	0	0
ENST00000373129	3846	3674.24	0	0
ENST00000373130	3628	3456.24	0	0
ENST00000373132	3621	3449.24	0	0
ENST00000423932	1090	918.245	0	0
ENST00000366835	4098	3926.24	0	0
ENST00000436966	454	282.245	0	0
ENST00000537914	1018	846.245	0	0
ENST00000358184	2228	2056.24	0	0
ENST00000360218	2071	1899.24	0	0
ENST00000355014	3137	2965.24	2287	33.3
ENST00000368282	3249	3077.24	0	0
ENST00000368284	2981	2809.24	0	0
ENST00000368285	3300	3128.24	0	0
ENST00000368286	3135	2963.24	0	0
ENST00000414683	975	803.245	0	0
ENST00000435124	1057	885.245	0	0
ENST00000438830	897	725.245	0	0
ENST00000354323	950	778.245	0	0
ENST00000361479	4235	4063.24	174	1.84891
ENST00000414242	1048	876.245	0	0
ENST00000449056	717	545.245	0	0
ENST00000234142	8444	8272.24	0	0
ENST00000263834	2448	2276.24	2847	54.0017
ENST00000381483	2347	2175.24	0	0
ENST00000381486	8484	8312.24	0	0
ENST00000389825	1315	1143.24	0	0
ENST00000396123	5296	5124.24	0	0
ENST00000432985	2052	1880.24	0	0
ENST00000628795	438	266.245	0	0
ENST00000359801	2642	2470.24	1.2395	0.0216644
ENST00000444444	884	712.245	72.7605	4.41068
ENST00000439461	6298	6126.24	0	0
ENST00000593612	2331	2159.24	0	0
ENST00000593703	554	382.245	72.1584	8.1505
ENST00000595000	559	387.245	319.913	35.6686
ENST00000595149	552	380.245	0	0
ENST00000599581	2065	1893.24	0	0
ENST00000600821	568	396.245	0	0
ENST00000601711	588	416.245	0	0
ENST00000355481	15377	15205.2	0	0
ENST00000359596	15117	14945.2	0	0
ENST00000360985	15348	15176.2	0	0
ENST00000593677	432	260.245	0	0
ENST00000596431	515	343.245	0	0
ENST00000599547	2200	2028.24	0	0
ENST00000601514	863	691.245	0	0
ENST00000360413	8415	8243.24	0	0
ENST00000383836	8656	8484.24	0	0
ENST00000618999	3929	3757.24	0	0
ENST00000399685	899	727.245	0	0
ENST00000358293	5152	4980.24	53.6642	0.465235
ENST00000360816	5036	4864.24	0	0
ENST00000421092	419	247.245	47.3358	8.26613
ENST00000329106	915	743.245	0	0
ENST00000327892	2670	2498.24	1465	25.3186
ENST00000330914	2632	2460.24	372.012	6.52857
ENST00000396384	2823	2651.24	84.0304	1.36844
ENST00000396389	2903	2731.24	0	0
ENST00000358688	1272	1100.24	0	0
ENST00000356016	4834	4662.24	0	0
ENST00000371097	4852	4680.24	2.54632	0.02349
ENST00000371103	4834	4662.24	396.454	3.67144
ENST00000540664	7777	7605.24	0	0
ENST00000359191	3770	3598.24	96.8851	1.16253
ENST00000402194	3698	3526.24	0	0
ENST00000432763	3710	3538.24	0	0
ENST00000593727	493	321.245	15650.2	2103.41
ENST00000594729	364	192.245	0	0
ENST00000594990	558	386.245	0	0
ENST00000598725	3742	3570.24	109.887	1.32888
ENST00000599117	3902	3730.24	0	0
ENST00000601515	396	224.245	0	0
ENST00000357137	7988	7816.24	0	0
ENST00000614001	230	62.4701	0	0
ENST00000342927	975	803.245	0	0
ENST00000366487	2742	2570.24	2694.9	45.2697
ENST00000617752	2481	2309.24	4020.1	75.1633
ENST00000344930	5174	5002.24	346085	2987.15
ENST00000360117	1061	889.245	9.86055	0.478761
ENST00000395391	6094	5922.24	2387.83	17.4083
ENST00000423627	5773	5601.24	459.389	3.54108
ENST00000613690	5589	5417.24	33.013	0.263115
ENST00000620827	5685	5513.24	23507.4	184.093
ENST00000531945	1121	949.245	1260	57.3101
ENST00000359086	451	279.245	0	0
ENST00000355968	818	646.245	0	0
ENST00000451562	544	372.245	0	0
ENST00000468812	2238	2066.24	0	0
ENST00000489459	907	735.245	0	0
ENST00000620047	827	655.245	0	0
ENST00000308031	6287	6115.24	0	0
ENST00000591537	5859	5687.24	226	1.71572
ENST00000591759	564	392.245	0	0
ENST00000332217	990	818.245	0	0
ENST00000322146	2811	2639.24	0	0
ENST00000596428	558	386.245	0	0
ENST00000597065	808	636.245	0	0
ENST00000597252	3209	3037.24	0	0
ENST00000339914	1665	1493.24	0	0
ENST00000355504	4386	4214.24	0	0
ENST00000392288	5023	4851.24	0	0
ENST00000594390	1536	1364.24	0	0
ENST00000596302	546	374.245	0	0
ENST00000599461	1769	1597.24	199	5.37924
ENST00000451013	3558	3386.24	0	0
ENST00000614386	578	406.245	0	0
ENST00000625377	1910	1738.24	0	0
ENST00000357716	4127	3955.24	0	0
ENST00000389336	2901	2729.24	0	0
ENST00000402647	2034	1862.24	1.47828	0.0342736
ENST00000445087	683	511.245	0	0
ENST00000448328	595	423.245	212.16	21.6427
ENST00000486284	4241	4069.24	27.3616	0.290313
ENST00000306867	3857	3685.24	1.98709	0.0232804
ENST00000371458	728	556.245	0	0
ENST00000371459	2091	1919.24	9748.68	219.308
ENST00000371460	2389	2217.24	240.335	4.67996
ENST00000419583	1321	1149.24	0	0
ENST00000359683	1626	1454.24	939.088	27.881
ENST00000409020	1680	1508.24	0	0
ENST00000409129	813	641.245	13.9008	0.935955
ENST00000409357	1679	1507.24	0	0
ENST00000409588	1269	1097.24	0	0
ENST00000416651	967	795.245	0	0
ENST00000426253	749	577.245	0	0
ENST00000436412	479	307.245	0	0
ENST00000454952	719	547.245	3084.01	243.318
ENST00000357084	3532	3360.24	0	0
ENST00000395503	3536	3364.24	0	0
ENST00000536376	3130	2958.24	6.88373	0.100468
ENST00000562185	576	404.245	2.57604	0.275136
ENST00000563975	545	373.245	2284.54	264.268
ENST00000564112	195	53.7448	160.998	129.337
ENST00000375627	697	525.245	0	0
ENST00000375643	4656	4484.24	87.9756	0.847056
ENST00000395554	1103	931.245	0	0
ENST00000430417	414	242.245	0	0
ENST00000443024	4341	4169.24	0	0
ENST00000447699	4186	4014.24	13579.8	146.059
ENST00000627121	4587	4415.24	559.259	5.46887
ENST00000375223	619	447.245	0	0
ENST00000602917	786	614.245	0	0
ENST00000358357	5320	5148.24	0	0
ENST00000395270	7011	6839.24	0	0
ENST00000434423	3750	3578.24	0	0
ENST00000446813	3456	3284.24	0	0
ENST00000627934	5480	5308.24	0	0
ENST00000357899	2781	2609.24	0	0
ENST00000397753	3951	3779.24	0	0
ENST00000525842	9315	9143.24	0	0
ENST00000527478	3085	2913.24	0	0
ENST00000528448	539	367.245	0	0
ENST00000529982	2629	2457.24	0	0
ENST00000530205	2179	2007.24	0	0
ENST00000615689	2207	2035.24	0	0
ENST00000358647	2291	2119.24	0	0
ENST00000498181	571	399.245	0	0
ENST00000354639	3596	3424.24	116.231	1.46553
ENST00000355870	3326	3154.24	115.046	1.57477
ENST00000422637	573	401.245	0	0
ENST00000433467	3085	2913.24	0	0
ENST00000444333	661	489.245	9.40897	0.830339
ENST00000456014	597	425.245	0	0
ENST00000531170	563	391.245	316.314	34.9067
ENST00000377280	918	746.245	196.865	11.39
ENST00000596965	1949	1777.24	670.561	16.2903
ENST00000597853	3386	3214.24	0	0
ENST00000358741	3046	2874.24	0	0
ENST00000374051	3913	3741.24	0	0
ENST00000395855	1862	1690.24	0	0
ENST00000536169	3863	3691.24	0	0
ENST00000612180	3319	3147.24	0	0
ENST00000357821	1026	854.245	0	0
ENST00000209665	2289	2117.24	0	0
ENST00000437033	2516	2344.24	0	0
ENST00000474027	589	417.245	0	0
ENST00000476959	1325	1153.24	0	0
ENST00000482593	1420	1248.24	0	0
ENST00000273320	3477	3305.24	1012.76	13.2295
ENST00000341840	1757	1585.24	218.898	5.96191
ENST00000426540	2791	2619.24	311.555	5.13567
ENST00000431636	1692	1520.24	598.974	17.0111
ENST00000447279	1502	1330.24	0	0
ENST00000601693	3877	3705.24	0	0
ENST00000314754	2220	2048.24	0	0
ENST00000343420	978	806.245	0	0
ENST00000367063	1691	1519.24	0	0
ENST00000367064	2760	2588.24	0	0
ENST00000367067	1843	1671.24	0	0
ENST00000391921	2433	2261.24	386	7.37019
ENST00000429747	4184	4012.24	0	0
ENST00000502818	2120	1948.24	0	0
ENST00000505881	561	389.245	0	0
ENST00000505957	577	405.245	0	0
ENST00000511604	2503	2331.24	133.526	2.47296
ENST00000512055	5431	5259.24	3520.81	28.904
ENST00000512332	2230	2058.24	399.664	8.38374
ENST00000514999	550	378.245	0	0
ENST00000617767	3556	3384.24	0	0
ENST00000304116	2023	1851.24	0	0
ENST00000355114	2519	2347.24	0	0
ENST00000392173	1931	1759.24	82.65	2.02841
ENST00000585994	583	411.245	0	0
ENST00000591473	1217	1045.24	813.35	33.5969
ENST00000372179	3984	3812.24	0	0
ENST00000393229	4792	4620.24	0	0
ENST00000359227	4729	4557.24	31.2136	0.29572
ENST00000438662	1223	1051.24	459.786	18.8839
ENST00000588853	367	195.245	0	0
ENST00000358625	3151	2979.24	0	0
ENST00000608739	577	405.245	0	0
ENST00000608937	705	533.245	0	0
ENST00000360614	3236	3064.24	0	0
ENST00000540670	3002	2830.24	0	0
ENST00000585374	2882	2710.24	0	0
ENST00000587365	641	469.245	0	0
ENST00000589473	793	621.245	0	0
ENST00000590206	725	553.245	0	0
ENST00000590729	2626	2454.24	0	0
ENST00000593119	2918	2746.24	0	0
ENST00000355540	12590	12418.2	0	0
ENST00000359863	12677	12505.2	0	0
ENST00000417523	550	378.245	0	0
ENST00000446306	12492	12320.2	1.71167	0.00599845
ENST00000456197	11654	11482.2	0	0
ENST00000628380	12644	12472.2	42455.3	146.969
ENST00000375992	2385	2213.24	0	0
ENST00000612199	7120	6948.24	1.99821	0.0124167
ENST00000619678	1477	1305.24	0	0
ENST00000358752	6059	5887.24	0	0
ENST00000357700	2699	2527.24	0	0
ENST00000360388	4852	4680.24	0	0
ENST00000621341	4481	4309.24	0	0
ENST00000343459	1901	1729.24	0	0
ENST00000429371	1926	1754.24	0	0
ENST00000534337	903	731.245	0	0
ENST00000534445	582	410.245	37	3.89402
ENST00000358582	3147	2975.24	74.4556	1.08047
ENST00000590008	2148	1976.24	61.5444	1.34458
ENST00000622436	921	749.245	0	0
ENST00000319849	596	424.245	0	0
ENST00000355557	3550	3378.24	0	0
ENST00000356456	726	554.245	0	0
ENST00000412146	553	381.245	0	0
ENST00000429434	1945	1773.24	0	0
ENST00000440550	1663	1491.24	0	0
ENST00000544426	2340	2168.24	0	0
ENST00000355025	1383	1211.24	4936.89	175.979
ENST00000574617	1260	1088.24	0	0
ENST00000575780	1221	1049.24	0	0
ENST00000576820	973	801.245	3.11059	0.167617
ENST00000354377	3202	3030.24	0	0
ENST00000379090	5613	5441.24	0	0
ENST00000558586	284	112.245	0	0
ENST00000371621	4008	3836.24	14.6031	0.164353
ENST00000541713	3469	3297.24	1813.4	23.7455
ENST00000392920	1978	1806.24	0	0
ENST00000402714	2353	2181.24	0	0
ENST00000544450	3704	3532.24	0	0
ENST00000554695	1119	947.245	0	0
ENST00000555048	1715	1543.24	0	0
ENST00000555706	583	411.245	0	0
ENST00000557153	590	418.245	0	0
ENST00000557384	883	711.245	0	0
ENST00000370515	682	510.245	63.1308	5.34198
ENST00000368817	984	812.245	0	0
ENST00000453881	355	183.245	0	0
ENST00000354249	1618	1446.24	0	0
ENST00000356120	1539	1367.24	100	3.15786
ENST00000397280	1147	975.245	0	0
ENST00000566005	1144	972.245	0	0
ENST00000567471	582	410.245	0	0
ENST00000358173	4329	4157.24	0	0
ENST00000360620	3789	3617.24	0	0
ENST00000616502	3737	3565.24	13	0.157432
ENST00000234347	1026	854.245	0	0
ENST00000544537	1036	864.245	0	0
ENST00000396408	4569	4397.24	0	0
ENST00000505866	522	350.245	139.984	17.2562
ENST00000594030	7588	7416.24	0	0
ENST00000340684	1674	1502.24	0	0
ENST00000472531	2243	2071.24	0	0
ENST00000491356	956	784.245	0	0
ENST00000543802	1292	1120.24	0	0
ENST00000359308	2709	2537.24	0	0
ENST00000360079	2296	2124.24	0	0
ENST00000402580	2006	1834.24	723	17.0185
ENST00000405506	1958	1786.24	0	0
ENST00000405878	2200	2028.24	0	0
ENST00000428575	2148	1976.24	0	0
ENST00000368717	506	334.245	0	0
ENST00000368718	710	538.245	0	0
ENST00000356818	4932	4760.24	0	0
ENST00000401470	4769	4597.24	0	0
ENST00000604351	4640	4468.24	0	0
ENST00000605286	4744	4572.24	0	0
ENST00000605660	4502	4330.24	0	0
ENST00000415641	2485	2313.24	0	0
ENST00000613157	2222	2050.24	0	0
ENST00000361875	11154	10982.2	0	0
ENST00000466814	2093	1921.24	0	0
ENST00000480589	826	654.245	0	0
ENST00000354760	811	639.245	0	0
ENST00000381229	1087	915.245	0	0
ENST00000381233	989	817.245	0	0
ENST00000381241	1388	1216.24	0	0
ENST00000432523	442	270.245	0	0
ENST00000429990	1428	1256.24	0	0
ENST00000316950	4061	3889.24	0	0
ENST00000392149	3689	3517.24	0	0
ENST00000392150	1918	1746.24	0	0
ENST00000448051	1716	1544.24	0	0
ENST00000589833	762	590.245	0	0
ENST00000591710	789	617.245	0	0
ENST00000592490	579	407.245	0	0
ENST00000423738	7424	7252.24	4720	28.1002
ENST00000373044	1826	1654.24	0	0
ENST00000247930	3233	3061.24	13	0.183351
ENST00000356763	5015	4843.24	0	0
ENST00000507330	563	391.245	0	0
ENST00000508273	817	645.245	0	0
ENST00000512430	579	407.245	0	0
ENST00000329630	2257	2085.24	2.32865	0.0482155
ENST00000478789	635	463.245	0	0
ENST00000490973	675	503.245	587.671	50.419
ENST00000360187	9340	9168.24	6850.44	32.2605
ENST00000392321	6156	5984.24	164.619	1.18771
ENST00000359680	2716	2544.24	0	0
ENST00000380579	2776	2604.24	0	0
ENST00000458511	678	506.245	0	0
ENST00000518847	562	390.245	0	0
ENST00000519885	561	389.245	0	0
ENST00000428343	1686	1514.24	0	0
ENST00000550443	1034	862.245	0	0
ENST00000551834	562	390.245	0	0
ENST00000552568	703	531.245	0	0
ENST00000553066	1305	1133.24	0	0
ENST00000419318	3036	2864.24	0	0
ENST00000430385	2583	2411.24	1.241	0.0222212
ENST00000595766	576	404.245	14.3868	1.5366
ENST00000439435	1650	1478.24	0	0
ENST00000356721	2415	2243.24	0	0
ENST00000380006	3352	3180.24	0	0
ENST00000394725	2147	1975.24	0	0
ENST00000563745	589	417.245	0	0
ENST00000358842	1942	1770.24	0	0
ENST00000360321	1575	1403.24	0	0
ENST00000382369	1420	1248.24	0	0
ENST00000400269	1608	1436.24	0	0
ENST00000359162	5197	5025.24	53.8516	0.46268
ENST00000360012	5431	5259.24	0	0
ENST00000361395	5216	5044.24	0.383882	0.00328579
ENST00000361525	5363	5191.24	0	0
ENST00000366937	5365	5193.24	0	0
ENST00000366938	5274	5102.24	1.2019e-07	1.01706e-09
ENST00000366940	5314	5142.24	0	0
ENST00000391890	5542	5370.24	0	0
ENST00000408911	5216	5044.24	0.383882	0.00328579
ENST00000459955	565	393.245	0	0
ENST00000463665	3359	3187.24	53.6362	0.726577
ENST00000469486	583	411.245	0	0
ENST00000475275	1464	1292.24	0	0
ENST00000481543	584	412.245	0	0
ENST00000487276	3015	2843.24	0	0
ENST00000493603	5304	5132.24	0	0
ENST00000493748	2074	1902.24	0	0
ENST00000616180	5194	5022.24	117.744	1.01224
ENST00000354464	3646	3474.24	0	0
ENST00000558233	1015	843.245	0	0
ENST00000561462	1864	1692.24	0	0
ENST00000356219	7226	7054.24	863.129	5.2828
ENST00000404121	7175	7003.24	0	0
ENST00000404621	8520	8348.24	0	0
ENST00000405201	8533	8361.24	12891.1	66.5668
ENST00000413172	532	360.245	0	0
ENST00000418829	563	391.245	149.889	16.5409
ENST00000420698	1752	1580.24	342.895	9.36864
ENST00000429285	8475	8303.24	1.24077e-07	6.45184e-10
ENST00000440187	467	295.245	0	0
ENST00000440337	956	784.245	0	0
ENST00000448008	735	563.245	0	0
ENST00000448614	582	410.245	0	0
ENST00000453428	674	502.245	0	0
ENST00000458234	4675	4503.24	0.00106639	1.02242e-05
ENST00000542927	828	656.245	0	0
ENST00000314752	1162	990.245	0	0
ENST00000350842	1282	1110.24	0	0
ENST00000395607	1386	1214.24	2.78273	0.0989474
ENST00000395609	1871	1699.24	0	0
ENST00000566189	939	767.245	59.6876	3.35884
ENST00000567512	615	443.245	0	0
ENST00000569554	1578	1406.24	0	0
ENST00000360096	1258	1086.24	0	0
ENST00000410080	8048	7876.24	34520	189.23
ENST00000448428	490	318.245	0	0
ENST00000493468	1043	871.245	0	0
ENST00000545856	1358	1186.24	0	0
ENST00000369442	2436	2264.24	0	0
ENST00000369443	8828	8656.24	0	0
ENST00000243286	1124	952.245	52.9903	2.40263
ENST00000372627	1113	941.245	10372	475.773
ENST00000372628	1221	1049.24	0	0
ENST00000450008	2200	2028.24	18.001	0.383191
ENST00000455511	3045	2873.24	26.9143	0.404435
ENST00000552087	910	738.245	29.0847	1.701
ENST00000360057	2439	2267.24	0	0
ENST00000378099	2283	2111.24	0	0
ENST00000538212	2243	2071.24	0	0
ENST00000552881	581	409.245	0	0
ENST00000357730	2168	1996.24	130.48	2.82209
ENST00000360584	2330	2158.24	0	0
ENST00000372306	1926	1754.24	0	0
ENST00000372307	2162	1990.24	313.729	6.80594
ENST00000372310	3130	2958.24	0	0
ENST00000466926	591	419.245	0	0
ENST00000475075	1881	1709.24	38.9561	0.984034
ENST00000528803	524	352.245	0	0
ENST00000358461	7516	7344.24	0	0
ENST00000360265	7479	7307.24	613	3.62198
ENST00000382543	2590	2418.24	0	0
ENST00000420658	7768	7596.24	0	0
ENST00000614385	356	184.245	0	0
ENST00000356769	2690	2518.24	6848.65	117.421
ENST00000393891	1059	887.245	0	0
ENST00000454682	6629	6457.24	0	0
ENST00000546392	802	630.245	0	0
ENST00000546862	492	320.245	0	0
ENST00000546917	299	127.245	0	0
ENST00000548563	827	655.245	0	0
ENST00000549259	690	518.245	0	0
ENST00000549855	711	539.245	0	0
ENST00000550920	752	580.245	0	0
ENST00000550952	2922	2750.24	120.351	1.88938
ENST00000552055	521	349.245	0	0
ENST00000552540	1074	902.245	0	0
ENST00000527372	7597	7425.24	1.03194e-06	6.00044e-09
ENST00000528564	589	417.245	959.963	99.3352
ENST00000531253	7504	7332.24	15.2883	0.0900247
ENST00000533112	7522	7350.24	0.615757	0.00361699
ENST00000628822	7501	7329.24	26.1327	0.153944
ENST00000359594	957	785.245	0	0
ENST00000359175	3103	2931.24	0	0
ENST00000497137	880	708.245	0	0
ENST00000617024	1292	1120.24	0	0
ENST00000620149	231	63.3175	0	0
ENST00000389017	2575	2403.24	0	0
ENST00000360468	6268	6096.24	83.0459	0.588159
ENST00000557865	2671	2499.24	33.8108	0.584098
ENST00000557990	956	784.245	0	0
ENST00000558171	790	618.245	0	0
ENST00000558290	1049	877.245	0	0
ENST00000558853	624	452.245	0	0
ENST00000559132	583	411.245	0	0
ENST00000559717	6704	6532.24	0	0
ENST00000559965	537	365.245	0	0
ENST00000559999	529	357.245	0	0
ENST00000560147	492	320.245	41.3051	5.56879
